[08-Apr-19 20:19:05 | INFO utils.py:157 -         load_logging() ] Logger loaded
[15-Apr-19 10:43:05 | INFO utils.py:88 -            load_data() ] Loaded 10153 samples
[15-Apr-19 10:43:05 | INFO utils.py:101 -            load_data() ] Vocab size : 237
[15-Apr-19 10:43:05 | INFO utils.py:118 -            load_data() ] Created training data loader having 8122 samples and 127 batches of size 64
[15-Apr-19 10:43:05 | INFO utils.py:128 -            load_data() ] Created validation data loader having 2031 samples and 32 batches of size 64
[15-Apr-19 10:43:05 | INFO model.py:16 -             __init__() ] Embedding layer created : Embedding(238, 256)
[15-Apr-19 10:43:05 | INFO model.py:20 -             __init__() ] Recurrent layer created : GRUCell(256, 512)
[15-Apr-19 10:43:05 | INFO model.py:24 -             __init__() ] Linear layer created : Linear(in_features=512, out_features=2, bias=True)
[15-Apr-19 10:43:05 | INFO model.py:28 -             __init__() ] MyModel created!
[15-Apr-19 10:43:05 | INFO trainer.py:42 -             __init__() ] Trainer created!
[15-Apr-19 10:43:05 | INFO trainer.py:114 -                train() ] Starting the training...
[15-apr-19 11:49:24 | INFO utils.py:164 -           save_model() ] Creating log directory log/
[15-apr-19 11:49:24 | WARNING utils.py:168 -           save_model() ] Log directory already exists!
[15-apr-19 11:49:24 | INFO utils.py:177 -           save_model() ] Creating model s directory log/2019-04-15 11:49:24.186067
[15-apr-19 11:49:24 | INFO utils.py:184 -           save_model() ] Saving the model at log/2019-04-15 11:49:24.186067/my_model.pth
[15-apr-19 11:49:24 | INFO utils.py:188 -           save_model() ] Saving the model s config at log/2019-04-15 11:49:24.186067/config.json
[15-apr-19 11:49:24 | INFO train.py:52 -             <module>() ] Training ended!

